time,0#0,0#1,0#2,0#3,0#4,1#0,1#1,1#2,1#3,1#4,2#0,2#1,2#2,2#3,2#4,3#0,3#1,3#2,3#3,3#4,4#0,4#1,4#2,4#3,4#4,myVelocity,myHeading,myX,myY,mySection,averageEnemyDistance,gotHit
503,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-4.0,285.3762512488262,521.6420539280379,225.34843516978955,3#1,233.4418386008618,0
526,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-7.0,325.5860185174172,569.6849767403052,191.5581617665914,3#1,277.702976932929,0
549,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,325.58601851741696,632.983830058141,99.16089357836483,3#0,479.20294839671135,0
574,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.661338147750939e-15,325.3799113171555,677.0,35.0,4#0,533.710556111818,0
597,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,304.98972434806484,643.342054965112,61.2740150871689,4#0,548.2742176774569,1
158,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,258.0390796398678,418.58157677127326,159.9821676939142,2#1,436.0114741297918,1
180,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,258.0390796398678,512.4973383573845,179.87763767330134,3#1,467.9714376808853,1
198,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,248.16429854462305,565.9282542443988,191.3719463103132,3#1,507.099450335998,1
215,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3343015164993557,256.8912200651335,579.0,194.0,3#1,504.8185322001107,1
313,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,271.77169955372625,464.8944347197783,104.4672430778162,2#0,508.7689228816533,1
465,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,222.8241225985884,744.8516931188428,464.9184709921276,4#3,618.7289409767847,1
579,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3176633574686702,273.9207732840611,498.80742634127495,246.7238082077098,3#2,390.3911279501372,1
620,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,274.03616501612606,339.0,258.0,2#2,331.4223162917838,1
29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0.0,105.35969996206774,487.4435353492145,103.68980565960716,3#0,103.67872902600236,1
109,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,220.04468760527067,544.691845391157,184.85560325107008,3#1,399.4316126973168,1
137,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,242.70042778866724,495.1137934294514,158.41357080229744,3#1,380.3914695542664,1
146,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,213.0539641171096,473.0,147.0,2#1,313.85929890069315,1
146,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,213.0539641171096,473.0,147.0,2#1,313.85929890069315,1
189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1.0,212.04720178661003,546.5306177288992,232.84761124684485,3#1,369.94153342568205,0
215,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-8.0,220.72502662145737,605.2473535243456,301.0557094160085,3#2,439.92716702247145,0
242,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,109.0,566.6175064525514,361.90606072797937,3#3,466.0067602502532,0
273,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,108.13204023625865,437.3710147992468,404.2303373941228,2#3,400.2759706620175,0
300,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5000000000000036,111.9384804677065,359.83966747268187,430.9118006012809,2#3,442.7703690617776,0
333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,118.94706668996236,316.4864478921525,443.700683368024,1#3,406.70166419465664,1
375,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.1689982365154785,100.07629747118672,504.28651002274574,416.4159860238327,3#3,516.395957474847,0
400,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,100.07629747118676,635.0824525950501,393.1735014552351,3#3,504.4025527689476,0
436,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,199.25,781.1669705318075,364.1270142062022,4#3,549.7544709650277,1
474,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,247.0081126559388,638.8516624750141,299.4958344709913,3#2,351.25025413352006,1
482,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,247.0081126559388,569.8096498116711,270.20077537573104,3#2,350.8666463839505,1
498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0,247.0081126559388,536.6694837332665,256.1391470100061,3#2,362.6013203575547,1
538,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0,272.595796072001,405.537398373983,208.4261710630966,2#1,227.5809572404499,1
162,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,194.26833813819184,74.75353650667644,187.0308479239775,0#1,426.852488742568,1
172,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,202.49500446088064,53.71185805670429,136.2150265684224,0#1,478.72796727237227,1
407,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5848516778279209,282.3590774684239,513.6058005111391,62.79964099888505,3#0,421.2737326337548,1
423,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,304.24903300681194,490.7340075241078,71.62790977082021,3#0,367.5694641468856,1
574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-8.0,5.369439275665912,225.3681085151958,32.4265060601375,1#0,518.6925871843553,0
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-6.0,138.75,205.5731276457368,30.44167473496376,1#0,478.10668265566,0
628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.0,158.28235621348972,189.29967141164315,59.29018666864067,1#0,542.6619573915239,0
651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,177.90440364063244,146.0,168.0,0#1,438.3263624287273,0
676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.952393967665557e-14,158.1111346377084,100.0,283.0,0#2,519.3197473618734,0
692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-5.5,167.09502872373093,93.5416344231165,311.27155337774815,0#2,527.2997250141517,0
716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.0,167.2313711744112,72.10869134288671,405.7743461377381,0#3,464.727877364808,0
740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-7.0,167.23137117441124,36.9673793819865,560.8423576477421,0#4,610.9828148156051,0
771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,120.28080819089736,72.07214553429641,559.6033629062878,0#4,503.4620144559071,0
788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.537418232798485,114.53726856727562,78.48888471091449,554.7768182436257,0#4,525.37605579242,0
812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,87.71110105460791,183.87729661626696,558.6783260339707,1#4,474.7093847818895,0
836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,87.9250862500227,297.97230740260954,563.4274874212978,1#4,296.2228890548467,0
20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-6.0,283.91220045432345,290.66742757053606,414.9772234653885,1#3,215.3820699349989,0
47,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-4.0,288.0588984955696,288.2757169926865,442.38757161157565,1#3,211.02243398120405,0
70,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-8.0,257.29632717253,357.028061610494,442.5565846600362,2#3,233.8415991596192,0
96,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.0,257.29632717253,466.286351915877,467.18636337493,2#3,385.722595519278,0
125,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,257.6223665458197,578.8266297092026,492.480262229557,3#4,537.0301867425829,0
151,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,257.6223665458212,686.0,516.0,4#4,583.1422093343863,0
168,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,228.82821146847505,640.8356512895206,476.5008657619153,4#3,530.1491960719771,0
192,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,228.828211468475,532.4412143843699,381.70294359051184,3#3,439.1492230965521,0
216,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0,228.8282114684752,408.239255430552,273.0803244357789,2#2,317.5950704564452,0
245,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,234.25,422.8037104824739,289.6063676731873,2#2,337.9071409889653,0
271,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,268.07032224452905,520.2201289538611,291.6934297431958,3#2,370.8454183103615,0
296,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,259.7876777919758,574.0888241992106,295.31222029461463,3#2,384.3280654522839,1
336,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,311.24120308560043,481.07758271528655,368.5228110636739,3#3,374.29313320227175,0
366,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,311.24120308560043,375.80583832544073,460.8150633556131,2#3,396.1540038509908,0
393,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,315.24120308560055,275.33264378453936,549.4570148229923,1#4,354.34689368754744,0
417,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,336.2236565027662,291.0475123482655,525.2731068920322,1#4,338.4188662074932,0
449,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,336.22365650276606,340.23394611415864,413.6277096138937,2#3,280.93213945417347,0
473,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75,336.6052013931245,362.6480060986215,361.7627007357335,2#3,311.1648398085444,0
500,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.255907116714179,336.6052013931246,408.3127776057245,256.211351549935,2#2,275.00088469437225,0
525,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-5.007523665801365,46.94843300855203,372.9339540713141,205.74089740457927,2#1,298.3477478940283,0
556,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,39.217607677635925,302.347385790661,120.10172625052834,1#1,391.17432104488506,0
582,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.552713678800501e-15,30.11473583215514,228.0,29.0,1#0,508.594529485962,0
608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.1928336633325802,270.32612235141,180.33659247329223,41.29753210036886,1#0,482.1729318960236,0
630,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1111446940810341,303.8841156519274,189.84034712625837,34.04065021695906,1#0,561.4026630340584,0
670,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-6.0,270.52573213959806,147.9839237168261,38.63366363303066,0#0,632.1065675829097,1
708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-7.0,270.52573213959806,359.9749991610424,36.68843048388243,2#0,349.54255821001254,0
724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,270.4610697569753,440.9869262330824,35.79679375519336,2#0,212.5088233462319,0
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,289.8955173024004,540.0,35.00000000000001,3#0,224.89108474992955,0
771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,12.100187005184036,554.728333290799,152.10066470926188,3#1,230.67292862405853,0
20,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4810224188927616,103.80551212807592,716.0893315921508,429.22346916658086,4#3,449.3942849028049,0
35,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,122.22784279771491,701.5610693588692,437.3158362209537,4#3,418.9937021755499,0
68,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.0,122.2957761345619,605.19672987166,498.2249002032042,3#4,414.1333791173434,0
93,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4.0,86.42123353873912,550.908040013246,526.0282160137776,3#4,384.890031865162,0
124,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-8.0,86.4178950519337,357.28705956687,513.9073278044177,2#4,306.762315914254,1
149,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-8.0,86.41789505193368,269.45898596232826,508.4091929465636,1#4,211.4466244707509,0
195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,91.3740055046563,117.14208500826835,500.33238927049024,0#4,221.91847589452027,1
208,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,110.67579274853284,131.0,500.0,0#4,234.53668462677345,1
233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7.0,113.31770838675511,182.42614883652507,477.8335565359807,1#3,263.35913041361005,1
265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.0,75.70608117382915,282.0641127587126,457.1230128176318,1#3,261.40378941387,0
299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,75.70608117382918,418.6990265188111,491.9353718553418,2#4,233.8131083474384,0
328,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-3.496285176310338,73.34903320735067,445.4335430429458,498.4287466301532,2#4,289.1420248453396,0
352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.218375687407789,199.99630428194084,485.94234857571695,427.5151606806208,3#3,318.8047663022245,0
382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,147.57680116165338,520.8131408490488,344.0783038814954,3#2,267.02737889402096,1
408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,209.77293395157585,517.0752042664009,266.99631869826567,3#2,308.05157651242223,0
446,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,153.62286472375158,489.54029331345146,209.2449897448779,3#1,334.4673179842724,0
478,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.060183424291562,135.98211504486895,599.9581795688298,100.04327928021812,3#0,611.9059061178216,1
518,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,110.1197935452904,461.0875360289322,161.15584448520133,2#1,444.1516931314452,0
542,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,112.58588751047571,382.1988345341252,190.86141906482095,2#1,368.3849249293057,0
566,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,112.58588751047564,250.16624174766253,245.78313100175947,1#2,73.10950690573696,0
590,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,72.07263309173018,243.8914485384397,248.76649254125252,1#2,172.4905794529081,0
613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,48.56882845487397,340.6219668976543,332.39983423450684,2#2,264.70549673174526,0
20,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,91.81756165164308,526.840707260304,180.92776199128664,3#1,329.1124958835819,0
57,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.9999999999999982,99.4623222080256,361.0816364570071,186.98639392383217,2#1,183.513600911512,1
115,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,116.78713659292046,277.89479302719184,200.55796880754343,1#1,236.55168895855363,1
125,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.972746799037075,53.20537699003169,301.78583541763675,212.08752152054728,1#1,198.08631229800423,1
158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,79.7561258773113,435.78387201955456,259.2145226363127,2#2,216.02852258000857,1
193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.5390018834929644,79.75612587731138,582.4855302418156,285.7263064689479,3#2,262.3066564106674,0
240,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-3.999999999999977,95.00678115857896,658.0360581558493,301.67408821936925,4#2,306.7156998271427,1
259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-7.0,95.00678115857896,612.2115768633647,305.68867590364295,3#2,237.53189136036647,1
306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8.0,94.95633977419416,429.0526121512131,321.6160336345833,2#2,322.3125205185085,0
339,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-8.0,94.95633977419412,277.6209670835691,334.7483172176852,1#2,337.12946970603707,0
373,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-3.0,76.30968842524578,293.75440671908456,346.23456795393344,1#2,234.3900231330558,0
402,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-8.0,30.65353315851904,254.6321549438437,285.81279195919143,1#2,240.97904047792227,1
426,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,30.65353315851899,245.96478296645768,271.18826930012244,1#2,272.73105745842275,0
457,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0,24.49210243863929,231.56911127340777,245.51615884116765,1#2,332.2886292255155,0
485,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.0,13.706961004079828,220.052175279236,199.11391864486745,1#1,309.8805926904185,0
520,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,54.314997503545,274.60780474591166,215.1831866166507,1#1,327.3963113667196,1
539,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,54.314997503544994,333.0888143409741,257.18284752887985,2#2,218.2760055278559,1
539,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,54.314997503544994,333.0888143409741,257.18284752887985,2#2,218.2760055278559,1
564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,54.31499750354493,437.0550536210852,331.84891137284285,2#2,269.08177195789386,0
580,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.31499750354397,486.0,367.0,3#3,299.8132752230961,0
603,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,53.29714496983692,577.3990284709847,435.13382122382495,3#3,365.1205280451922,0
628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,60.28692779407351,504.3046313088248,390.980930587728,3#3,355.42087727087727,0
19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8.0,252.409385889709,164.23231301561495,281.53196479824544,1#2,317.31017682929104,0
43,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-6.0,252.4583803678485,287.2335894035553,320.4123712639388,1#2,261.5540708086043,0
70,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-4.0,245.925702826824,393.11240220038246,355.1169160436838,2#2,335.52441182297747,0
94,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-6.0,245.925702826824,468.89283494596265,388.9743526402812,2#3,362.90216648066325,1
142,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.937339021569649,252.45817167589263,545.7845622613271,398.1413187567014,3#3,309.6876837685657,1
157,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.266412607576223,244.71680514127448,546.725875602195,397.51581966330485,3#3,277.58979395244427,1
173,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,259.59965440797134,554.0906702192583,396.2480899011693,3#3,224.16226722663043,1
186,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-3.0,261.35505176615027,559.7978428848138,396.41435249703136,3#3,232.13820268447023,1
214,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,259.695153531234,636.9838699100999,408.1788854382,3#3,205.11188517500543,1
223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.0901699437495207,259.6951535312356,647.0000000000001,410.0,4#3,162.31072179602108,1
267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-3.0,299.92502416159914,745.2825868945389,359.6176819765355,4#2,191.1338637781736,0
289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.4828886391534865,0.0,782.0,338.0,4#2,173.47808078778192,1
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.2172904741931867,16.935160721775546,766.9981447518381,319.3344913824469,4#2,119.34291910904274,1
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.9320806602373204,348.85790283714624,763.9307203205652,333.444778058375,4#2,111.95326171562655,0
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.0,294.8799944641437,717.5897734146378,332.93831199296505,4#2,147.7496961230585,0
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-7.0,30.994053674094005,695.6715732609747,259.0580722038389,4#2,127.51677758430692,0
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-4.5,26.816173402731508,654.4694860131285,186.99462976164236,4#1,243.19190959992267,0
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,16.97686198570265,611.0,101.0,3#0,314.4104902810602,0
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.533916950838238,300.59059240389576,534.3204349745032,156.21938954005367,3#1,304.3026807460862,0
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.25,305.6720102024216,510.090911807685,173.5262945105356,3#1,327.515665637129,0
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.0,305.67201020242163,364.8800427715405,277.7633609205593,2#2,352.9671930305256,0
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.0,305.67201020242146,290.9545094440488,330.82950382020795,1#2,435.7226000701563,0
544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.0,242.07818003823195,341.8005891368627,340.45440632226376,2#2,353.62409420173844,0
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-8.0,242.0562395615221,505.2310662759751,427.14626950493056,3#3,134.13426109685773,0
592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5.0,242.05623956152223,585.6211928687272,469.7892940974856,3#3,137.7679207943562,0
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,296.9540770600575,710.8939451219027,480.511349276862,4#4,88.75246475450696,1
671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,273.3715550273306,506.4024917209624,495.145442526684,3#4,195.2434377898525,0
