time,0#0,0#1,0#2,0#3,0#4,1#0,1#1,1#2,1#3,1#4,2#0,2#1,2#2,2#3,2#4,3#0,3#1,3#2,3#3,3#4,4#0,4#1,4#2,4#3,4#4,myVelocity,myHeading,myX,myY,mySection,averageEnemyDistance,gotHit
935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,137.5,195.93063589008992,158.52920253633718,1#1,533.9035493420137,0
958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,93.35072285247728,313.026665150973,148.6705354966603,1#1,385.2959901166894,0
983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,93.35072285247726,452.7873302625467,140.48784110113792,2#1,399.84496995710725,0
1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,93.3507228524772,588.55483351379,132.5389379740591,3#1,320.6134744517142,0
15,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,56.98210884759393,286.0180311670356,104.05326061003208,1#0,311.3648427314526,0
43,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,56.982108847594,405.0850962511391,181.42918717804025,2#1,382.843314231184,0
67,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,56.98210884759406,519.1211585852101,255.53570839810408,3#2,448.0786744346139,0
91,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,57.01608338384317,583.5037082822054,297.5781702949046,3#2,452.9851350224742,0
115,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.447840307741368,57.50687796855743,608.2211895061415,313.77777744040986,3#2,560.2182979342182,0
140,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.0,84.32621658701643,507.44467353810353,299.68773029369726,3#2,377.5458179118924,0
170,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,83.252101342541,375.31172548447023,285.71245606877324,2#2,322.21754081828163,1
202,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,87.47945461565357,237.20980130411385,270.17285138131547,1#2,206.05118286546747,1
210,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,97.47945461565352,256.99149160231417,270.869829333026,1#2,221.4827419731008,1
248,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,143.10859826786873,358.9345922990559,145.02774662263985,2#1,377.95122283492105,0
278,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,180.0,416.0,69.0,2#0,401.57696607090594,1
285,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,152.25,413.7701269708321,74.52794870618689,2#0,378.2820051453356,1
295,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,147.56318887106056,410.5519121051722,79.59184968057863,2#0,368.4803607909232,1
303,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,147.56318887106056,381.5879783142332,125.16695845010436,2#1,345.30303393774653,1
328,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,147.56318887106053,308.6417746926091,239.94871386965065,1#1,288.16639513125864,1
369,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,147.56318887106053,205.65889899149255,401.9935450501861,1#3,237.6044424322657,1
409,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,118.88757010532412,207.25670779135967,420.107459421036,1#3,212.6396975650132,0
435,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,118.88757010532412,318.45401535928835,358.7547187353629,1#2,261.01000282719286,0
458,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,118.88757010532406,438.4070164365027,292.57105358625114,2#2,352.4345461682678,0
483,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,118.88658176691072,555.2534661041607,228.101535942532,3#1,443.16970214185886,0
505,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,113.92382966560156,588.0,209.0,3#1,447.2470746522449,1
513,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,87.63729683102716,540.0742896103969,207.54846145075533,3#1,380.31739800715945,1
78,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.0,211.556494952112,63.27782422967909,20.46117008891693,0#0,508.2194091370425,1
125,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.0,215.5,92.5526848520116,138.78441077961216,0#1,438.64086998729954,1
214,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.0,245.42883455047428,415.8734965136122,279.8684128602061,2#2,353.8093212722834,1
669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.25,316.9871382171565,533.3489128301294,84.89074595564558,3#0,229.68238939892623,1
29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,39.92684211576348,487.0,283.0,3#2,264.36033550533693,1
49,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.4511485373937083,336.38566894698016,479.2362223492186,305.73889796766525,2#2,256.520671695346,1
64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,345.6356689469802,477.1090411544196,307.46800182117033,2#2,246.49089404992813,1
119,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,319.8029479390974,316.0,389.0,1#3,234.31048214302976,1
119,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,319.8029479390974,316.0,389.0,1#3,234.31048214302976,1
163,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-6.0,249.28005017869808,459.10146549069066,428.3162610057006,2#3,212.23408194551317,1
190,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,209.383308707928,565.5193473431992,518.0427033061245,3#4,254.3112709709416,0
212,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,170.13330870793484,570.3534758482549,523.0296397035139,3#4,230.40080626525543,1
247,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,145.68689367047426,653.5637150030233,431.1740306329128,4#3,366.52917139855055,0
287,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,143.79171659540876,693.5369951338391,396.1413326580116,4#3,439.2984714428621,1
323,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,190.0,619.0,498.0,3#4,336.514585975643,1
126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-6.0,70.23646094225055,392.2988504204105,283.09822232021315,2#2,295.57983149421875,1
163,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.5,67.73600488258143,231.6093204422508,223.7393862213241,1#1,401.71519001977214,1
180,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-8.0,67.73600488258143,188.11326503613043,205.93227628995945,1#1,366.37939613551134,1
180,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-8.0,67.73600488258143,188.11326503613043,205.93227628995945,1#1,366.37939613551134,1
202,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,57.73600488258163,115.84559745532552,176.53382107821534,0#1,435.646537850672,1
203,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,66.98600488258162,117.68641622665474,177.31573299852477,0#1,433.4065429089172,1
244,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,68.00397340401896,306.0,189.0,1#1,381.6213295966283,0
268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,86.05052603903674,408.73588370004177,196.2339420136367,2#1,428.0042861667532,0
293,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6.0,86.05052603903671,550.3986588087986,206.01444038977476,3#1,406.7381701732948,0
323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.000000000000034,33.38764800366753,587.5705101955235,221.5718097090252,3#1,395.40912148361,1
335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.623354701167233,332.8876480036676,588.4744185925728,260.0151664404549,3#2,380.288104051405,1
350,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.0,28.153889990729866,582.6505552984847,257.48777941389534,3#2,391.2020803800262,1
380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.0,2.397595856209328,585.1823992606346,360.7065945412273,3#3,398.23735669853176,0
399,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.446421863043775,2.3975958562122086,588.0,428.0,3#3,349.14532134421177,0
428,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,101.96121308789684,494.2178942922599,403.0561762959715,3#3,240.3719680752336,0
455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-8.0,88.48421410441348,384.02402307119047,410.2622056087755,2#3,249.56154246095969,1
497,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,106.10801116023907,352.96074037031985,402.7225510121884,2#3,196.20535475976064,0
526,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.4614970917194468,49.95958317284028,426.95199776256857,388.7720575542149,2#3,163.75274343856373,0
550,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,109.37790399375616,437.8711190269236,373.160559114959,2#3,176.4710415088963,0
573,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,177.59482311311393,460.6854053255983,294.721276579197,2#2,276.39076779786706,0
597,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,180.0,465.0,192.0,2#1,372.1810309135237,0
621,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.719256840093578,286.9631028587625,393.6444568545648,185.49839683445623,2#1,375.12445495181134,0
647,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,264.3753991743288,310.57066879810986,180.02582602508213,1#1,272.6949701798719,0
670,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0,264.3753991743287,183.18693637900196,167.48051953312526,1#1,406.4722965194042,0
696,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,164.04852865799168,145.8922286754992,242.3910928924437,0#2,318.61991167548734,0
725,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,169.58358064650875,127.32900370693542,324.21028852851987,0#2,244.8004122132792,0
20,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-8.0,204.728443335128,542.0556581770946,253.0690010567991,3#2,313.6657382988852,0
43,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-4.999999999999972,205.68598754260012,595.3067927443831,368.5937276177058,3#3,388.0292226513968,0
65,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-8.0,205.6859875426002,658.5888430983587,500.1664531462017,4#4,435.3168180210044,0
102,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,278.9158095557912,578.6981934148652,538.1631947325757,3#4,459.0362378789764,1
139,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,271.16580955579184,459.0830173731961,556.7210181818409,2#4,380.399014672339,0
164,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,290.63624981553886,344.0,558.0,2#4,339.81608693117727,0
191,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-8.0,340.278803604646,387.0451393234589,451.1393900730503,2#3,231.65928738978224,0
218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-8.0,310.5640674852288,444.9864587430823,375.431869429193,2#3,248.71808394431824,0
241,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,310.5640674852289,551.3415586413803,284.3901607148735,3#2,320.99480628418763,0
270,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,310.5640674852287,660.7353756796294,190.74726032300208,4#1,431.6587627719628,0
308,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,269.0072158347554,596.2777889699533,204.12913647765853,3#1,428.4765496447864,0
332,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,269.0072158347554,432.30240779969256,201.28759287111845,2#1,326.19254421100004,0
358,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,270.0720839131558,352.0158097370405,199.79742564167591,2#1,256.76894351549186,0
393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-3.0,272.7638693331244,225.0089354547557,199.67543363004611,1#1,330.4731452333319,0
422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-6.0,292.02164083704474,284.4741979542129,180.783317990781,1#1,314.5844685779139,0
446,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-7.0,291.96056402009646,393.9683612169075,136.5288866060857,2#1,334.7083218252141,0
495,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-6.850579653433101,291.9605640200966,608.0687626302231,50.19807958458748,3#0,317.73119256043543,1
536,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,296.6128134992749,522.0786802958156,93.9543231502704,3#0,248.81803307910369,0
565,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,0.1085676490349143,505.8434712643353,158.39320808651118,3#1,281.726881670714,0
590,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,506.0,241.0,3#2,210.78814604944205,1
623,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.0,251.18183707682425,450.8121956973928,252.7963199904032,2#2,233.6132712904354,0
650,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,272.6026362804,391.32162486724144,243.48505249078332,2#2,220.1783825424644,0
683,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,272.6026362804,239.4784156789755,250.38721326900432,1#2,277.5846509542109,0
702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,281.74328616236204,138.41816043303467,254.91307362295865,0#2,323.5962271122477,0
739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-6.0,244.10555533577025,258.5961175700865,311.2984943565946,1#2,295.89446615374857,0
768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-5.0,244.3589941756947,349.7959526205012,355.2620572578404,2#2,264.39265704516595,0
17,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,244.94162249992368,538.656783391821,418.7853285218006,3#3,359.4596074979861,0
42,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,127.5,542.2760107696189,465.07955889267146,3#3,446.85753351384096,0
74,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,108.69943430644412,345.4066191353828,532.1232160990045,2#4,296.268506251572,1
103,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,63.57161065702631,274.15292978744424,563.0998330988335,1#4,326.9365271850384,1
145,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,134.18682077832017,357.0159107689483,541.2338829462719,2#4,434.28978614105534,0
171,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,134.1868207783201,460.2741277368269,440.8658570186167,2#3,391.0304658612809,1
174,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,134.18682077832003,486.08868197879656,415.7738505367029,3#3,393.26210319077046,1
203,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,130.0565345953258,532.8289910054325,375.3365514592625,3#3,457.2394611175712,0
231,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,130.05653459532655,626.0,297.0,3#2,473.5118240862248,0
265,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.418244405087968,88.05833492808654,649.8456317016132,296.90696254235576,4#2,384.7803273575372,1
305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8.0,72.40739993062898,689.0184211994605,303.90816196473213,4#2,338.00730156394087,1
318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,72.40739993061706,724.0000000000001,315.0,4#2,363.3291772358727,1
327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-6.0,41.24999999999999,707.5731276457368,302.5583252650363,4#2,332.6075787590553,1
327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-6.0,41.24999999999999,707.5731276457368,302.5583252650363,4#2,332.6075787590553,1
111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.5,301.5833551875592,729.4294738807141,35.89154670187621,4#0,322.70959343869714,1
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,291.3329948747533,726.0,38.0,4#0,297.2566148599671,1
307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4.0,240.27450826247448,248.3247242295638,232.3273704472996,1#1,422.07017350461393,1
330,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,-8.0,293.6450170144184,318.876596743503,202.4478930685642,1#1,386.48834906540645,1
355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,-8.0,292.41614747934364,417.6752984483088,160.22143939007262,2#1,303.18655875325106,1
356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0.0,292.41614747934364,436.16407047026735,152.59482093101474,2#1,284.8094219019403,1
398,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,6.205085603440672,38.735340657457904,483.8606756079576,189.83980463122236,3#1,277.5756701624083,1
446,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,8.0,7.222860368723702,524.5028640564475,294.61041577586167,3#2,240.9326373658104,1
503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2.0,313.00000000000006,536.6952022875594,444.68263500005577,3#3,279.1055553462365,1
503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2.0,313.00000000000006,536.6952022875594,444.68263500005577,3#3,279.1055553462365,1
510,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,282.5790346316568,505.47086057304153,454.5392951157075,3#3,275.1421032594155,1
93,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.738912506235925,239.11505466927136,113.53146328336032,283.97209018817813,0#2,414.2700141533368,1
300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,131.25,316.9527135798376,36.61705275513639,1#0,459.7264206139191,1
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8.0,92.96823402987172,634.8832805749851,40.49494100722299,3#0,342.274975723677,1
409,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1.0,122.96823402987177,682.1610276017738,38.54417397495156,4#0,300.58750064775273,1
415,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.25,167.21823402987175,671.1817602840279,62.69196011242376,4#0,288.21846486819385,1
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-3.0,172.68774033862005,645.3445611977965,264.04100814438846,4#2,192.7632450776161,0
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,172.68774033861993,627.7803568928705,400.91868611685663,3#3,286.7029779520959,0
515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,191.5167349980977,638.1543180629599,461.8775242020119,3#3,198.3572519735033,1
547,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,207.75,638.7701269708322,470.4720512938131,3#3,266.9716789364056,0
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,272.6127372967517,501.9488677762689,448.7115298243923,3#3,321.2520919004393,0
610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,272.6127372967517,501.9488677762689,448.7115298243923,3#3,350.50218449820505,1
292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-3.748453596230619,136.12148848222395,636.4386474754502,453.6632167753328,3#3,317.252349080201,1
310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-3.0,164.54902005699242,635.9901864622113,442.4976633225936,3#3,331.0184284799707,1
318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.6810497539582911,199.1484925421589,633.2549785029714,437.3869538061167,3#3,331.5008452906489,1
495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,266.9059419410824,136.46064164430754,255.9438184672597,0#2,313.8803872762619,1
639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.0,221.32733524726245,465.3994866056716,362.40780259052895,2#3,300.1283058959951,0
19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8.0,339.1556302998744,279.4742331388609,164.15996004525007,1#1,282.22033619096374,0
44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.0,339.1556302998744,228.94626203948104,296.86611716156574,1#2,272.14216735323424,0
67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,339.51964268819086,197.35443657176867,380.5348956304259,1#3,229.01047414759745,0
95,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-7.0,322.76070321875926,195.44529987774865,403.8855181144551,1#3,267.97728309539133,0
115,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,344.782407031811,218.0,373.0,1#3,277.86937750576425,0
159,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,331.99082329198615,175.0607740540433,453.7657447783986,1#3,381.90028183069336,1
212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-8.0,267.505020312521,197.5130961829341,545.9852535242236,1#4,488.24945731382,0
238,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-7.0,267.505020312521,301.41450831385424,550.5125658837464,1#4,414.6849246434591,0
270,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.0,267.505020312521,473.2514591457602,558.0000440168035,2#4,425.0065785491088,0
304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,270.5715304243196,594.4604294166577,562.9355545126132,3#4,418.9738433156225,1
312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.0,271.1487488578136,585.0168265544793,563.2205938806525,3#4,402.4744436518136,1
359,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.0,215.8907143660762,545.23510384081,521.9208730184613,3#4,293.35987448602106,1
403,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,259.78744120158234,444.8030945376746,437.3004841557976,2#3,313.69878906851955,0
437,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,273.3489784724099,318.01719631344395,442.70640693058647,1#3,256.2159530055511,0
